_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LAUNDRY_ROOMS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
262646,,12.0,243.0,,,,03/24/2021,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 3 years,4154900.0,87.0,,105  ROWENA DR ,,,16,,1966.0,2017.0
262647,4.0,4.0,64.0,4.0,5.0,5.0,12/01/2020,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,18,,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154915.0,84.0,4.0,1325  YORK MILLS RD ,5.0,,16,4.0,1961.0,2017.0
262648,4.0,3.0,45.0,,4.0,4.0,11/22/2020,4.0,4.0,4.0,3.0,,5.0,4.0,4.0,3.0,4.0,17,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155427.0,73.0,4.0,25  JANSUSIE RD ,3.0,2.0,1,3.0,1963.0,2017.0
262649,3.0,3.0,18.0,,4.0,3.0,10/28/2019,4.0,3.0,2.0,3.0,,5.0,3.0,3.0,4.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155430.0,68.0,5.0,2386  ISLINGTON AVE ,2.0,,1,4.0,1960.0,2017.0
262650,2.0,3.0,16.0,,3.0,3.0,10/28/2019,4.0,3.0,3.0,4.0,,5.0,3.0,3.0,3.0,3.0,17,,5.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155432.0,71.0,5.0,30  TORBOLTON DR ,3.0,3.0,1,5.0,1960.0,2017.0
262651,,11.0,194.0,,,,,,,,,,,,,,,0,,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4155446.0,80.0,,2314  ISLINGTON AVE ,,,1,,1977.0,2017.0
262652,3.0,5.0,86.0,4.0,2.0,3.0,11/04/2020,3.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,18,,2.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155448.0,62.0,3.0,20  SANAGAN RD ,3.0,,1,3.0,1965.0,2017.0
262653,3.0,17.0,204.0,4.0,5.0,4.0,10/21/2020,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155449.0,78.0,5.0,18  PANORAMA CRT ,3.0,3.0,1,4.0,1974.0,2017.0
262654,5.0,7.0,143.0,5.0,5.0,4.0,10/22/2020,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155457.0,68.0,4.0,10  GARFELLA DR ,3.0,,1,3.0,1969.0,2017.0
262655,5.0,6.0,84.0,5.0,5.0,5.0,11/07/2019,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20,4.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155850.0,97.0,5.0,3810  BATHURST ST ,5.0,5.0,6,5.0,2005.0,2017.0
262656,4.0,4.0,171.0,3.0,3.0,3.0,10/16/2020,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,3.0,19,3.0,3.0,TCHC,Evaluation needs to be conducted in 2 years,4155991.0,66.0,3.0,11  ARLETA AVE ,3.0,,7,4.0,1972.0,2017.0
262657,,3.0,34.0,,3.0,3.0,12/11/2020,3.0,3.0,3.0,3.0,,4.0,4.0,3.0,3.0,,13,,,PRIVATE,Evaluation needs to be conducted in 1 year,4156002.0,63.0,3.0,1798  EGLINTON AVE W,3.0,,8,3.0,1937.0,2017.0
262658,,3.0,23.0,,4.0,4.0,10/29/2020,4.0,4.0,4.0,4.0,,5.0,3.0,4.0,3.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156014.0,79.0,5.0,1  GREENBROOK DR ,3.0,,5,4.0,1950.0,2018.0
262659,4.0,8.0,179.0,5.0,5.0,5.0,12/07/2020,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,18,,5.0,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4156391.0,89.0,5.0,1290  DANFORTH RD ,4.0,,21,5.0,1978.0,2017.0
262660,,17.0,216.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 2 years,4156727.0,73.0,,100  PARKWAY FOREST DR ,,,17,,1967.0,2017.0
262661,,4.0,26.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4156744.0,64.0,,36  ROSECLIFFE AVE ,,,9,,1945.0,2018.0
262662,3.0,20.0,210.0,4.0,3.0,3.0,03/19/2019,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,18,,4.0,TCHC,Evaluation needs to be conducted in 1 year,4156756.0,63.0,4.0,2468  EGLINTON AVE W,3.0,,5,3.0,1989.0,2017.0
262663,4.0,6.0,85.0,5.0,4.0,4.0,11/21/2019,4.0,4.0,4.0,4.0,,5.0,5.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152646.0,84.0,5.0,1749  VICTORIA PARK AVE ,4.0,4.0,21,4.0,1962.0,2017.0
262664,3.0,5.0,21.0,3.0,3.0,3.0,11/17/2020,2.0,4.0,4.0,4.0,,4.0,3.0,2.0,3.0,3.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153046.0,66.0,4.0,83  INDIAN RD ,3.0,,4,4.0,1960.0,2017.0
262665,,3.0,22.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153050.0,65.0,,244  RONCESVALLES AVE ,,,4,,1967.0,2017.0
262666,,3.0,21.0,,4.0,4.0,11/19/2020,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,15,,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153065.0,73.0,5.0,10  LANSDOWNE AVE ,4.0,,4,3.0,1897.0,2017.0
262667,,3.0,12.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153074.0,63.0,,1505  DUNDAS ST W,,,9,,1911.0,2017.0
262668,4.0,20.0,116.0,4.0,4.0,4.0,11/19/2020,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153526.0,85.0,5.0,10  HUNTLEY ST ,4.0,4.0,13,4.0,1960.0,2017.0
262669,4.0,11.0,221.0,4.0,4.0,4.0,11/19/2020,3.0,4.0,4.0,4.0,,5.0,3.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153529.0,78.0,4.0,105  ISABELLA ST ,4.0,4.0,13,3.0,1960.0,2017.0
262670,4.0,27.0,419.0,4.0,4.0,3.0,11/20/2020,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,19,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4153531.0,74.0,5.0,33  ISABELLA ST ,3.0,3.0,13,4.0,1975.0,2017.0
262671,3.0,25.0,260.0,5.0,5.0,5.0,11/27/2019,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4153537.0,82.0,5.0,25  ST MARY ST ,5.0,,13,3.0,1965.0,2017.0
262672,5.0,7.0,122.0,5.0,4.0,5.0,12/09/2019,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154034.0,96.0,5.0,104  GOODWOOD PARK CRT ,5.0,5.0,19,5.0,1960.0,2017.0
262673,4.0,4.0,43.0,5.0,4.0,4.0,12/04/2019,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,5.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154038.0,82.0,4.0,540  DAWES RD ,4.0,4.0,19,3.0,1959.0,2017.0
262674,3.0,5.0,60.0,4.0,4.0,4.0,12/09/2020,3.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154048.0,73.0,4.0,612  DAWES RD ,3.0,,19,4.0,1959.0,2017.0
262675,,3.0,57.0,,4.0,3.0,12/09/2020,3.0,3.0,4.0,4.0,,3.0,3.0,3.0,4.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154059.0,68.0,2.0,127  GLENWOOD CRES ,4.0,,19,4.0,1955.0,2017.0
262676,4.0,4.0,15.0,,4.0,4.0,11/18/2020,4.0,4.0,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154063.0,79.0,4.0,2920  ST CLAIR AVE E,4.0,4.0,19,4.0,1956.0,2017.0
262677,,4.0,31.0,,4.0,3.0,12/09/2019,5.0,4.0,5.0,3.0,,5.0,5.0,5.0,5.0,4.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154065.0,87.0,5.0,2908  ST CLAIR AVE E,4.0,,19,5.0,1950.0,2017.0
262678,3.0,3.0,11.0,,5.0,4.0,12/03/2020,4.0,4.0,3.0,3.0,,5.0,4.0,3.0,3.0,3.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154546.0,75.0,5.0,37  WASDALE CRES ,3.0,,8,4.0,1960.0,2017.0
262679,,4.0,26.0,,4.0,4.0,12/15/2020,4.0,4.0,4.0,4.0,,5.0,3.0,4.0,4.0,4.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154563.0,80.0,4.0,6  SARANAC BLVD ,4.0,,8,4.0,1953.0,2017.0
262680,,3.0,29.0,,4.0,4.0,11/20/2019,3.0,3.0,4.0,2.0,,5.0,5.0,4.0,4.0,4.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154565.0,75.0,4.0,568  LAWRENCE AVE W,4.0,,8,3.0,1954.0,2017.0
262681,4.0,5.0,132.0,4.0,4.0,4.0,10/20/2020,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,19,4.0,4.0,TCHC,Evaluation needs to be conducted in 3 years,4154567.0,84.0,5.0,495  WILSON AVE ,4.0,,6,4.0,1995.0,2017.0
262682,3.0,3.0,10.0,,4.0,3.0,10/19/2020,3.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,3.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154569.0,76.0,5.0,415  WILSON AVE ,3.0,,6,4.0,1960.0,2017.0
262683,4.0,3.0,10.0,,4.0,4.0,10/19/2020,4.0,4.0,4.0,4.0,,5.0,5.0,4.0,4.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154570.0,85.0,5.0,411  WILSON AVE ,4.0,,6,5.0,1958.0,2017.0
262684,4.0,4.0,33.0,,4.0,4.0,12/09/2020,4.0,4.0,4.0,5.0,,5.0,4.0,4.0,4.0,3.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154575.0,81.0,5.0,45  FAYWOOD BLVD ,3.0,4.0,6,4.0,1960.0,2017.0
262685,,4.0,32.0,,4.0,4.0,11/04/2020,3.0,4.0,3.0,4.0,,5.0,5.0,4.0,4.0,4.0,15,,,PRIVATE,Evaluation needs to be conducted in 2 years,4154934.0,80.0,5.0,1531  BATHURST ST ,4.0,4.0,12,3.0,1943.0,2017.0
262686,,4.0,24.0,,3.0,3.0,03/12/2019,3.0,3.0,3.0,3.0,,4.0,3.0,4.0,4.0,3.0,15,,,PRIVATE,Evaluation needs to be conducted in 1 year,4154945.0,65.0,4.0,1576  BATHURST ST ,3.0,3.0,12,3.0,1940.0,2017.0
262687,,4.0,36.0,,4.0,3.0,11/28/2019,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,3.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154948.0,73.0,5.0,1560  BATHURST ST ,4.0,3.0,12,3.0,1926.0,2017.0
262688,,5.0,25.0,,3.0,3.0,11/28/2019,3.0,3.0,4.0,3.0,,5.0,2.0,4.0,3.0,3.0,15,,,PRIVATE,Evaluation needs to be conducted in 2 years,4154950.0,67.0,5.0,1550  BATHURST ST ,4.0,2.0,12,3.0,1940.0,2017.0
262689,4.0,6.0,42.0,3.0,4.0,3.0,12/22/2020,3.0,2.0,3.0,3.0,,5.0,4.0,3.0,3.0,3.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154953.0,69.0,5.0,1516  BATHURST ST ,3.0,4.0,12,3.0,1959.0,2017.0
262690,,4.0,32.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4154962.0,61.0,,50  RAGLAN AVE ,,,12,,1928.0,2018.0
262691,3.0,16.0,204.0,5.0,4.0,4.0,01/16/2020,3.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,18,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4155468.0,71.0,5.0,900  QUEENS PLATE DR ,2.0,,1,4.0,1994.0,2017.0
262692,,4.0,28.0,,3.0,3.0,11/09/2020,4.0,3.0,3.0,3.0,,5.0,4.0,4.0,4.0,3.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155480.0,69.0,3.0,2309  LAKE SHORE BLVD W,3.0,2.0,3,4.0,1954.0,2017.0
262693,,3.0,12.0,,3.0,4.0,11/25/2020,4.0,3.0,4.0,3.0,,3.0,3.0,4.0,4.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155482.0,73.0,5.0,51  STANLEY AVE ,4.0,4.0,3,4.0,1951.0,2017.0
262694,,3.0,23.0,,3.0,3.0,10/31/2019,3.0,4.0,3.0,4.0,,5.0,3.0,3.0,3.0,3.0,15,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155483.0,71.0,5.0,26  ALBERT AVE ,3.0,,3,4.0,1950.0,2017.0
262695,,4.0,46.0,,4.0,4.0,11/18/2020,4.0,4.0,4.0,3.0,,5.0,4.0,3.0,3.0,4.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155488.0,77.0,5.0,2532  LAKE SHORE BLVD W,4.0,,3,4.0,1955.0,2017.0
262696,4.0,4.0,61.0,,4.0,4.0,11/12/2020,4.0,4.0,4.0,4.0,,5.0,4.0,4.0,3.0,4.0,16,,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155499.0,83.0,5.0,2529  LAKE SHORE BLVD W,4.0,,3,4.0,1952.0,2017.0
262697,3.0,3.0,31.0,,3.0,3.0,11/15/2020,3.0,3.0,3.0,4.0,,5.0,4.0,4.0,3.0,3.0,16,,3.0,TCHC,Evaluation needs to be conducted in 2 years,4155854.0,69.0,4.0,3939  LAWRENCE AVE E,3.0,,24,4.0,1970.0,2018.0
262698,4.0,26.0,283.0,5.0,5.0,5.0,10/29/2019,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,,19,5.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4155855.0,95.0,4.0,3  SUMMERLAND TER ,5.0,5.0,3,5.0,2012.0,2017.0
262699,4.0,4.0,56.0,4.0,4.0,3.0,01/10/2018,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,18,,4.0,TCHC,Evaluation needs to be conducted in 2 years,4155866.0,77.0,4.0,50  MATILDA ST ,3.0,,14,4.0,2008.0,2017.0
262700,4.0,3.0,13.0,,4.0,4.0,12/13/2019,4.0,3.0,3.0,4.0,,5.0,4.0,4.0,3.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155874.0,76.0,5.0,5  BIRCHLEA AVE ,3.0,,3,4.0,1955.0,
262701,5.0,16.0,230.0,4.0,3.0,4.0,11/04/2019,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,18,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155883.0,73.0,4.0,66  PACIFIC AVE ,3.0,,4,4.0,1965.0,2017.0
262702,4.0,5.0,107.0,4.0,4.0,4.0,12/15/2020,4.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,3.0,18,4.0,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156028.0,78.0,4.0,207  MORNINGSIDE AVE ,3.0,,25,4.0,1961.0,2017.0
262703,4.0,8.0,154.0,3.0,3.0,4.0,11/09/2020,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156419.0,74.0,3.0,215  GOSFORD BLVD ,4.0,,7,5.0,1974.0,2017.0
262704,3.0,15.0,118.0,3.0,4.0,3.0,11/19/2019,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156420.0,72.0,3.0,365  GRANDRAVINE DR ,4.0,4.0,7,4.0,1971.0,2017.0
262705,,3.0,30.0,4.0,4.0,4.0,12/10/2020,4.0,4.0,4.0,4.0,,5.0,4.0,3.0,4.0,3.0,17,5.0,4.0,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4156441.0,81.0,5.0,201  VAUGHAN RD ,3.0,,12,5.0,2009.0,2017.0
262706,3.0,3.0,11.0,,5.0,4.0,12/03/2020,4.0,4.0,4.0,4.0,,5.0,3.0,4.0,4.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156792.0,79.0,5.0,878  LAWRENCE AVE E,4.0,,16,4.0,1960.0,2017.0
262707,4.0,6.0,43.0,5.0,4.0,5.0,11/21/2019,3.0,4.0,4.0,3.0,,5.0,4.0,4.0,4.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152651.0,81.0,4.0,1725  LAWRENCE AVE E,4.0,,21,4.0,1960.0,2017.0
262708,4.0,11.0,243.0,5.0,4.0,4.0,12/15/2020,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,19,,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4152654.0,79.0,5.0,2155  LAWRENCE AVE E,3.0,4.0,21,4.0,1993.0,2017.0
262709,4.0,4.0,36.0,3.0,4.0,4.0,12/17/2020,4.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,3.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152655.0,76.0,4.0,1817  VICTORIA PARK AVE ,4.0,3.0,21,4.0,1959.0,2017.0
262710,4.0,3.0,30.0,,4.0,4.0,11/13/2020,4.0,5.0,4.0,4.0,,5.0,3.0,4.0,4.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152667.0,81.0,4.0,130  FOXRIDGE DR ,4.0,4.0,20,4.0,1962.0,2017.0
262711,,3.0,18.0,,4.0,4.0,11/20/2019,5.0,4.0,4.0,3.0,,5.0,5.0,4.0,5.0,5.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 3 years,4152669.0,88.0,5.0,644  KENNEDY RD ,5.0,,20,5.0,1954.0,2019.0
262712,3.0,6.0,71.0,4.0,4.0,4.0,11/04/2020,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4152670.0,78.0,4.0,672  KENNEDY RD ,4.0,4.0,20,4.0,1971.0,2017.0
262713,,3.0,19.0,,4.0,4.0,11/21/2019,2.0,4.0,4.0,4.0,,5.0,3.0,3.0,4.0,4.0,15,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153094.0,75.0,5.0,767  DOVERCOURT RD ,4.0,3.0,9,3.0,2008.0,2017.0
262714,4.0,3.0,20.0,,4.0,4.0,11/16/2020,4.0,4.0,3.0,4.0,,4.0,4.0,3.0,4.0,3.0,15,,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153101.0,77.0,5.0,973  LANSDOWNE AVE ,4.0,,9,4.0,2003.0,2017.0
262715,5.0,4.0,15.0,,5.0,4.0,12/14/2020,5.0,3.0,2.0,3.0,,5.0,5.0,4.0,4.0,3.0,15,,,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153553.0,81.0,5.0,58  LEWIS ST ,3.0,,14,5.0,1987.0,2017.0
262716,,6.0,44.0,,,,,,,,,,,,,,,0,,,TCHC,Evaluation needs to be conducted in 2 years,4153566.0,67.0,,540  QUEEN ST E,,,13,,1984.0,2017.0
262717,,4.0,29.0,3.0,4.0,3.0,01/10/2018,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,18,4.0,4.0,TCHC,Evaluation needs to be conducted in 2 years,4153576.0,72.0,4.0,859  DUNDAS ST E,4.0,,14,4.0,1973.0,2017.0
262718,,3.0,25.0,,,,,,,,,,,,,,,0,,,TCHC,Evaluation needs to be conducted in 2 years,4153578.0,66.0,,230  RIVER ST ,,,13,,1961.0,2017.0
262719,,4.0,15.0,,3.0,3.0,02/05/2019,2.0,4.0,4.0,4.0,,5.0,3.0,3.0,3.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4153580.0,64.0,4.0,26  GIFFORD ST ,2.0,,13,2.0,1930.0,2017.0
262720,,3.0,13.0,,4.0,3.0,11/12/2020,3.0,3.0,3.0,3.0,,5.0,3.0,3.0,3.0,3.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153586.0,67.0,4.0,510  ONTARIO ST ,3.0,,13,4.0,1880.0,2017.0
262721,4.0,4.0,42.0,,4.0,4.0,12/04/2019,3.0,4.0,5.0,4.0,,5.0,5.0,4.0,4.0,4.0,17,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154084.0,86.0,5.0,470  MORTIMER AVE ,4.0,5.0,14,5.0,1957.0,2017.0
262722,4.0,8.0,254.0,3.0,4.0,3.0,01/15/2018,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,19,4.0,4.0,TCHC,Evaluation needs to be conducted in 2 years,4154086.0,76.0,4.0,266  DONLANDS AVE ,4.0,,14,4.0,1986.0,2017.0
262723,5.0,4.0,30.0,4.0,4.0,5.0,11/18/2020,3.0,4.0,4.0,4.0,,5.0,5.0,4.0,4.0,5.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 3 years,4154592.0,84.0,5.0,3890  BATHURST ST ,3.0,4.0,6,4.0,1958.0,2017.0
262724,5.0,4.0,58.0,3.0,3.0,2.0,11/07/2019,3.0,4.0,2.0,5.0,,5.0,4.0,4.0,3.0,4.0,18,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154596.0,73.0,5.0,3880  BATHURST ST ,3.0,4.0,6,3.0,1960.0,2017.0
262725,,7.0,67.0,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 1 year,4154603.0,64.0,,4160  BATHURST ST ,,,6,,1964.0,2017.0
262726,4.0,3.0,39.0,,4.0,4.0,10/13/2020,3.0,3.0,3.0,3.0,,5.0,4.0,4.0,4.0,4.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154613.0,73.0,4.0,10  WILMINGTON AVE ,3.0,,6,3.0,1960.0,2017.0
262727,3.0,17.0,259.0,4.0,4.0,3.0,10/21/2020,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,20,4.0,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154623.0,79.0,5.0,155  ANTIBES DR ,3.0,3.0,6,3.0,1960.0,2017.0
262728,,4.0,35.0,,4.0,3.0,11/10/2020,3.0,3.0,3.0,4.0,,5.0,3.0,3.0,3.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4154994.0,68.0,5.0,1592  BATHURST ST ,3.0,,12,3.0,1955.0,2017.0
262729,,3.0,19.0,,4.0,3.0,11/10/2020,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,2.0,3.0,16,,3.0,PRIVATE,Evaluation needs to be conducted in 1 year,4155002.0,64.0,5.0,1998  BATHURST ST ,2.0,4.0,12,3.0,1954.0,2017.0
262730,,3.0,25.0,,4.0,4.0,10/30/2019,2.0,4.0,3.0,3.0,,5.0,3.0,3.0,4.0,3.0,15,,2.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155525.0,68.0,3.0,70  FIFTEENTH ST ,4.0,,3,4.0,1955.0,2017.0
262731,,3.0,23.0,,4.0,3.0,11/26/2020,3.0,4.0,4.0,3.0,,5.0,3.0,4.0,4.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155526.0,75.0,5.0,68  FIFTEENTH ST ,4.0,,3,4.0,1957.0,2017.0
262732,,4.0,15.0,,4.0,4.0,12/02/2020,4.0,4.0,5.0,3.0,,5.0,5.0,4.0,2.0,4.0,16,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4155923.0,78.0,4.0,11  BEXHILL CRT ,4.0,2.0,2,4.0,1952.0,2017.0
262733,,8.0,145.0,5.0,3.0,5.0,11/27/2019,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,19,5.0,3.0,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4156049.0,87.0,3.0,1680  ELLESMERE RD ,5.0,3.0,24,5.0,1994.0,2017.0
262734,3.0,7.0,130.0,3.0,4.0,4.0,11/16/2020,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,19,,4.0,PRIVATE,Evaluation needs to be conducted in 2 years,4156450.0,68.0,4.0,11  BERGAMOT AVE ,3.0,3.0,1,4.0,1960.0,2017.0
262735,,3.0,19.0,,4.0,4.0,12/11/2020,3.0,4.0,4.0,3.0,,5.0,3.0,4.0,3.0,4.0,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4170952.0,73.0,4.0,330  AVENUE RD ,3.0,,12,3.0,1925.0,2017.0
262736,,0.0,0.0,,,,,,,,,,,,,,,0,,,PRIVATE,,4888759.0,,,990  O'CONNOR DR ,,,19,,,
262737,,0.0,0.0,,,,,,,,,,,,,,,0,,,PRIVATE,,4848750.0,,,996  O'CONNOR DR ,,,19,,,
262738,,0.0,0.0,,,,,,,,,,,,,,,0,,,PRIVATE,,4883232.0,,,111  COSBURN AVE ,,,14,,,
262739,5.0,27.0,301.0,5.0,5.0,5.0,12/20/2019,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,19,5.0,5.0,PRIVATE,Evaluation needs to be conducted in 3 years,4697372.0,100.0,5.0,55  SMOOTH ROSE CRT ,5.0,5.0,17,5.0,2019.0,2019.0
262740,,3.0,12.0,,3.0,4.0,12/10/2020,3.0,3.0,3.0,3.0,,5.0,3.0,3.0,3.0,3.0,15,,3.0,PRIVATE,Evaluation needs to be conducted in 2 years,4479218.0,67.0,4.0,45  PEMBROKE ST ,4.0,,13,3.0,1951.0,2018.0
